Sezon;Data;Gospodarz;Gość;Wynik;Rola;Przeciwnik;Zawodnik;Minuty;Gole;Karne;Żółte;Czerwone;Status;Wejście;Zejście
2025/2026;30 listopada 2025 19:30;Podbeskidzie Bielsko-Biała;Stal Stalowa Wola;3 - 1;Gospodarz;Stal Stalowa Wola;(90) Lucjan Klisiewicz;54;0;0;0;0;Zszedł;0;54
2025/2026;30 listopada 2025 19:30;Podbeskidzie Bielsko-Biała;Stal Stalowa Wola;3 - 1;Gospodarz;Stal Stalowa Wola;(9) Maciej Górski;36;0;0;0;0;Wszedł;54;0
2025/2026;30 listopada 2025 19:30;Podbeskidzie Bielsko-Biała;Stal Stalowa Wola;3 - 1;Gospodarz;Stal Stalowa Wola;(84) Bartosz Martosz;90;0;0;0;0;Cały mecz;0;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(43) Krystian Wieczorek;90;0;0;0;0;Cały mecz;0;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(21) Krzysztof Kolanko;68;0;0;0;0;Zszedł;0;68
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(7) Maksymilian Sitek;22;1;0;0;0;Wszedł;68;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(17) Jan Majsterek;78;0;0;0;0;Zszedł;0;78
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(14) Marcin Urynowicz;12;0;0;0;0;Wszedł;78;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(4) Marcin Biernat;90;0;0;0;0;Cały mecz;0;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(25) Richard Nagy;60;0;0;0;0;Zszedł;0;60
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(3) Daniel Dziwniel;30;0;0;0;0;Wszedł;60;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(22) Kacper Gach;90;0;0;0;0;Cały mecz;0;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(10) Wojciech Szumilas;60;0;0;0;0;Zszedł;0;60
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(11) Oskar Zawada;30;0;0;0;0;Wszedł;60;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(6) Mateusz Kizyma;90;0;0;0;0;Cały mecz;0;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(8) Dalibor Takáč;68;0;0;0;0;Zszedł;0;68
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(90) Lucjan Klisiewicz;22;0;0;0;0;Wszedł;68;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(84) Bartosz Martosz;90;0;0;0;0;Cały mecz;0;0
2025/2026;28 września 2025 19:30;Podbeskidzie Bielsko-Biała;Rekord Bielsko-Biała;2 - 3;Gospodarz;Rekord Bielsko-Biała;(9) Maciej Górski;90;1;0;0;0;Cały mecz;0;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(99) Szymon Brańczyk;90;0;0;0;0;Cały mecz;0;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(77) Bartosz Florek;59;0;0;0;0;Zszedł;0;59
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(33) Bartosz Bieroński;31;0;0;0;0;Wszedł;59;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(16) Piotr Szumiński;90;0;0;1;0;Cały mecz;0;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(17) Jan Majsterek;90;0;0;1;0;Cały mecz;0;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(22) Kacper Gach;81;0;0;0;0;Zszedł;0;81
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(11) Krzysztof Wiesner;9;0;0;0;0;Wszedł;81;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(80) Unai Buján;90;0;0;0;0;Cały mecz;0;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(98) Wojciech Słomka;71;0;0;0;0;Zszedł;0;71
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(8) Dalibor Takáč;19;0;0;0;0;Wszedł;71;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(20) Kacper Piątek;46;0;0;0;0;Zszedł;0;46
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(24) Michał Bednarski;44;0;0;0;0;Wszedł;46;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(14) Marcin Urynowicz;90;0;0;0;0;Cały mecz;0;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(7) Maksymilian Sitek;90;0;0;0;0;Cały mecz;0;0
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(90) Lucjan Klisiewicz;71;0;0;0;0;Zszedł;0;71
2025/2026;24 września 2025 18:00;GKS Wikielec;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Wikielec;(9) Maciej Górski;19;0;0;0;0;Wszedł;71;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Dawid Bułka;90;0;0;0;0;Cały mecz;0;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Mariusz Jendryczko;90;0;0;0;0;Cały mecz;0;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Robert Piekarski;90;0;0;0;0;Cały mecz;0;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Marcin Klaczka;90;0;0;0;0;Cały mecz;0;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Jarosław Bujok;90;0;0;0;0;Cały mecz;0;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Bartosz Woźniak;90;0;0;0;0;Cały mecz;0;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Zdeněk Dembinný;90;0;0;0;0;Cały mecz;0;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Grzegorz Więzik;62;0;0;0;0;Zszedł;0;62
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Mariusz Gałgan;28;0;0;0;0;Wszedł;62;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Grzegorz Bogdan;90;0;0;1;0;Cały mecz;0;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Andrzej Szłapa;90;0;0;0;0;Cały mecz;0;0
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Adrian Sikora;78;0;0;0;0;Zszedł;0;78
2002/2003;4 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Tłoki Gorzyce;0 - 0;Gospodarz;Tłoki Gorzyce;Piotr Czak;12;0;0;0;0;Wszedł;78;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Dawid Bułka;90;0;0;0;0;Cały mecz;0;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Mariusz Jendryczko;90;0;0;0;0;Cały mecz;0;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Robert Piekarski;90;0;0;1;0;Cały mecz;0;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Jarosław Bujok;90;0;0;0;0;Cały mecz;0;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Bartosz Woźniak;81;0;0;0;0;Zszedł;0;81
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Lukáš Hojdys;9;0;0;0;0;Wszedł;81;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Marcin Klaczka;90;0;0;0;0;Cały mecz;0;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Zdeněk Dembinný;50;0;0;0;0;Zszedł;0;50
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Grzegorz Więzik;40;0;0;0;0;Wszedł;50;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Andrzej Szłapa;90;0;0;0;0;Cały mecz;0;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Marcin Żukowski;65;0;0;0;0;Zszedł;0;65
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Mariusz Gałgan;25;0;0;0;0;Wszedł;65;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Adrian Sikora;90;0;0;1;0;Cały mecz;0;0
2002/2003;10 sierpnia 2002 16:30;Górnik Polkowice;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Górnik Polkowice;Grzegorz Bogdan;90;0;0;0;0;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Dawid Bułka;90;0;0;0;0;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Mariusz Jendryczko;90;0;0;0;0;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Robert Piekarski;90;0;0;0;0;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Jarosław Bujok;90;0;0;0;0;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Bartosz Woźniak;90;0;0;0;0;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Marcin Klaczka;90;0;0;0;0;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Michał Kurzeja;46;0;0;0;0;Zszedł;0;46
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Andrzej Szłapa;44;0;0;0;0;Wszedł;46;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Zdeněk Dembinný;90;0;0;1;1;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Grzegorz Bogdan;90;0;0;0;0;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Adrian Sikora;90;1;0;0;0;Cały mecz;0;0
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Piotr Czak;82;0;0;0;0;Zszedł;0;82
2002/2003;20 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Ceramika Opoczno;1 - 1;Gospodarz;Ceramika Opoczno;Mariusz Gałgan;8;0;0;0;0;Wszedł;82;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Dawid Bułka;90;0;0;0;0;Cały mecz;0;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Mariusz Jendryczko;90;0;0;1;0;Cały mecz;0;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Robert Piekarski;90;0;0;0;0;Cały mecz;0;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Marcin Klaczka;90;0;0;0;0;Cały mecz;0;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Jarosław Bujok;90;0;0;1;0;Cały mecz;0;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Bartosz Woźniak;90;0;0;0;0;Cały mecz;0;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Andrzej Szłapa;90;0;0;0;0;Cały mecz;0;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Zdeněk Dembinný;46;0;0;1;0;Zszedł;0;46
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Michał Kurzeja;44;0;0;1;0;Wszedł;46;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Grzegorz Bogdan;78;0;0;0;0;Zszedł;0;78
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Marcin Żukowski;12;0;0;0;0;Wszedł;78;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Adrian Sikora;90;0;0;0;0;Cały mecz;0;0
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Lukáš Hojdys;42;0;0;0;0;Zszedł;0;42
2002/2003;24 sierpnia 2002 16:30;Ruch Radzionków;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Ruch Radzionków;Paweł Hajduczek;48;0;0;0;0;Wszedł;42;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Dawid Bułka;90;0;0;0;0;Cały mecz;0;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Mariusz Jendryczko;90;0;0;0;0;Cały mecz;0;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Robert Piekarski;90;0;0;0;0;Cały mecz;0;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Marcin Klaczka;90;0;0;0;0;Cały mecz;0;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Jarosław Bujok;90;0;0;0;0;Cały mecz;0;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Bartosz Woźniak;75;0;0;0;0;Zszedł;0;75
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Marcin Żukowski;15;0;0;0;0;Wszedł;75;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Andrzej Szłapa;90;1;0;0;0;Cały mecz;0;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Michał Kurzeja;77;0;0;0;0;Zszedł;0;77
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Paweł Hajduczek;13;0;0;0;0;Wszedł;77;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Grzegorz Bogdan;90;0;0;0;0;Cały mecz;0;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Adrian Sikora;90;2;0;1;0;Cały mecz;0;0
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Piotr Czak;67;0;0;0;0;Zszedł;0;67
2002/2003;30 sierpnia 2002 16:30;Podbeskidzie Bielsko-Biała;Hetman Zamość;3 - 2;Gospodarz;Hetman Zamość;Mariusz Gałgan;23;0;0;0;0;Wszedł;67;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Dawid Bułka;90;0;0;0;0;Cały mecz;0;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Mariusz Jendryczko;90;0;0;0;0;Cały mecz;0;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Robert Piekarski;90;0;0;0;0;Cały mecz;0;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Marcin Klaczka;90;0;0;1;0;Cały mecz;0;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Jarosław Bujok;90;0;0;0;0;Cały mecz;0;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Bartosz Woźniak;90;0;0;0;0;Cały mecz;0;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Andrzej Szłapa;90;0;0;0;0;Cały mecz;0;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Michał Kurzeja;65;0;0;0;0;Zszedł;0;65
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Paweł Hajduczek;25;0;0;0;0;Wszedł;65;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Grzegorz Bogdan;80;0;0;1;0;Zszedł;0;80
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Marcin Żukowski;10;0;0;1;0;Wszedł;80;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Adrian Sikora;90;2;0;0;0;Zszedł;0;90
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Grzegorz Więzik;0;0;0;0;0;Wszedł;90;0
2002/2003;8 września 2002 15:00;Piotrcovia Piotrków Trybunalski;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Piotrcovia Piotrków Trybunalski;Piotr Czak;90;0;0;0;0;Cały mecz;0;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Dawid Bułka;90;0;0;0;0;Cały mecz;0;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Mariusz Jendryczko;90;0;0;0;0;Cały mecz;0;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Robert Piekarski;90;0;0;0;0;Cały mecz;0;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Jarosław Bujok;90;0;0;0;0;Cały mecz;0;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Bartosz Woźniak;90;0;0;0;0;Cały mecz;0;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Marcin Klaczka;78;0;0;0;0;Zszedł;0;78
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Paweł Hajduczek;12;0;0;0;0;Wszedł;78;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Michał Kurzeja;46;0;0;1;0;Zszedł;0;46
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Mariusz Gałgan;44;0;0;1;0;Wszedł;46;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Andrzej Szłapa;90;0;0;0;0;Cały mecz;0;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Grzegorz Bogdan;53;0;0;0;0;Zszedł;0;53
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Marcin Żukowski;37;1;0;0;0;Wszedł;53;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Adrian Sikora;90;0;0;0;0;Cały mecz;0;0
2002/2003;15 września 2002 15:00;Podbeskidzie Bielsko-Biała;Arka Gdynia;1 - 1;Gospodarz;Arka Gdynia;Piotr Czak;90;0;0;0;0;Cały mecz;0;0
2002/2003;21 września 2002 15:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Śląsk Wrocław;Dawid Bułka;90;0;0;0;0;Cały mecz;0;0
2002/2003;21 września 2002 15:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Śląsk Wrocław;Mariusz Jendryczko;90;0;0;0;0;Cały mecz;0;0
2002/2003;21 września 2002 15:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;2 - 0;Gość;Śląsk Wrocław;Robert Piekarski;90;0;0;0;0;Cały mecz;0;0
