kolejka,sezon,data meczu,miejsce rozgrywania,tsp,rywal,wynik,strzelcy,rozgrywki,frekwencja
09,2021/22,18.09.2021,Łódź,Podbeskidzie Bielsko-Biała,Łódzki KS,2-1,"Mathieu Scalet 44, Marko Roginić 68",I liga,4 198
I runda,2021/22,22.09.2021,Lublin,Podbeskidzie Bielsko-Biała,Motor Lublin,0-1,,Puchar Polski,2 169
10,2021/22,26.09.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Resovia,2-0,"Goku 2, Giorgi Merebaszwili 48",I liga,2 963
11,2021/22,01.10.2021,Legnica,Podbeskidzie Bielsko-Biała,Miedź Legnica,2-4,"Kacper Gach 7, Julio Rodríguez 90",I liga,2 053
13,2021/22,16.10.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,0-1,,I liga,2 843
12,2021/22,21.10.2021,Olsztyn,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,4-2,"Kamil Biliński 4, 9, Giorgi Merebaszwili 23, Jakub Bieroński 66",I liga,815
14,2021/22,24.10.2021,Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,2-2,"Kamil Biliński 39, Goku 87",I liga,1 136
15,2021/22,31.10.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chrobry Głogów,2-1,"Goku 45, Kamil Biliński 90",I liga,2 983
16,2021/22,05.11.2021,Gdynia,Podbeskidzie Bielsko-Biała,Arka Gdynia,0-1,,I liga,3 407
17,2021/22,13.11.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Widzew Łódź,4-0,"Kamil Biliński 49, 53, 90, Dawid Polkowski 86",I liga,5 030
18,2021/22,20.11.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Polkowice,4-0,"Mathieu Scalet 8, 56, Kamil Biliński 76, Titas Milašius 79",I liga,2 345
19,2021/22,26.11.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Odra Opole,1-1,Goku 30,I liga,1 815
20,2021/22,04.12.2021,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Katowice,1-2,Kamil Biliński 19,I liga,3 720
21,2021/22,27.02.2022,Tychy,Podbeskidzie Bielsko-Biała,GKS Tychy,0-0,,I liga,3 184
22,2021/22,07.03.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Skra Częstochowa ,1-1,Kamil Biliński 79,I liga,1 560
23,2021/22,13.03.2022,Niepołomice,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,2-4,"Julio Rodríguez 41, Giorgi Merebaszwili 50",I liga,908
24,2021/22,20.03.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,0-0,,I liga,3 025
26,2021/22,01.04.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Łódzki KS,1-1,Kamil Biliński 62,I liga,1 650
25,2021/22,05.04.2022,Kielce,Podbeskidzie Bielsko-Biała,Korona Kielce,1-2,Yiğit Emre Çeltik 51,I liga,2 655
27,2021/22,08.04.2022,Rzeszów,Podbeskidzie Bielsko-Biała,Resovia,1-1,Marcel Misztal 50,I liga,1 207
28,2021/22,14.04.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Miedź Legnica,1-1,Kamil Biliński 90,I liga,2 625
29,2021/22,24.04.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,0-1,,I liga,2 187
30,2021/22,28.04.2022,Nowy Sącz,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,1-0,Giorgi Merebaszwili 45,I liga,bez udziału publiczności
31,2021/22,01.05.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-2,,I liga,3 764
32,2021/22,08.05.2022,Głogów,Podbeskidzie Bielsko-Biała,Chrobry Głogów,3-1,"Kamil Biliński 7, 40, Goku 84",I liga,803
33,2021/22,13.05.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Arka Gdynia,1-1,Goku 66,I liga,3 570
34,2021/22,22.05.2022,Łódź,Podbeskidzie Bielsko-Biała,Widzew Łódź,1-2,Mathieu Scalet 47,I liga,17 336
01,2022/23,17.07.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Arka Gdynia,0-1,,I liga,3 897
02,2022/23,25.07.2022,Opole,Podbeskidzie Bielsko-Biała,Odra Opole,2-1,"Julio Rodríguez 87, Kamil Biliński 88",I liga,1 515
03,2022/23,31.07.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Katowice,1-0,Goku 62,I liga,5 014
04,2022/23,07.08.2022,Tychy,Podbeskidzie Bielsko-Biała,GKS Tychy,4-1,"Bartosz Bernard 12, Tomasz Jodłowiec 52, Kamil Bliński 68, Maksymilian Sitek 90",I liga,3 826
05,2022/23,10.08.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Skra Częstochowa ,0-1,,I liga,3 815
06,2022/23,14.08.2022,Głogów,Podbeskidzie Bielsko-Biała,Chrobry Głogów,1-0,Kamil Biliński 76,I liga,808
07,2022/23,20.08.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,0-1,,I liga,3 088
08,2022/23,27.08.2022,Rzeszów,Podbeskidzie Bielsko-Biała,Stal Rzeszów,0-5,,I liga,2 362
I runda,2022/23,30.08.2022,Zielona Góra,Podbeskidzie Bielsko-Biała,Lechia Zielona Góra,1-2 pd.,Lionel Abate 78,Puchar Polski,937
09,2022/23,04.09.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Ruch Chorzów,0-1,,I liga,3 395
10,2022/23,11.09.2022,Chojnice,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,3-2,"Kamil Biliński 6, 54, Jeppe Simonsen 90",I liga,1 208
11,2022/23,18.09.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Łódzki KS,1-1,Goku 77,I liga,2 898
12,2022/23,02.10.2022,Nieciecza,Podbeskidzie Bielsko-Biała,Bruk-Bet Termalica Nieciecza,2-2,"Yiğit Emre Çeltik 32, Kamil Biliński 43",I liga,1 524
13,2022/23,08.10.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Łęczna,1-0,Kamil Biliński 30,I liga,2 365
14,2022/23,15.10.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,2-2,"Kamil Biliński 14, 60",I liga,3 699
15,2022/23,22.10.2022,Kraków,Podbeskidzie Bielsko-Biała,Wisła Kraków,3-3,"Kamil Biliński 13, Goku 70, Krzysztof Drzazga 90",I liga,11 711
16,2022/23,29.10.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,2-0,"Goku 62, Jakub Bieroński 75",I liga,4 830
17,2022/23,05.11.2022,Rzeszów,Podbeskidzie Bielsko-Biała,Resovia,2-2,"Goku 51, Kamil Biliński 60",I liga,642
18,2022/23,12.11.2022,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Arka Gdynia,2-2,"Goku 50, Kamil Biliński 80",I liga,3 598
19,2022/23,12.02.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Odra Opole,0-0,,I liga,2 914
20,2022/23,19.02.2023,Katowice,Podbeskidzie Bielsko-Biała,GKS Katowice,1-1,Kamil Biliński 56,I liga,3 057
21,2022/23,25.02.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Tychy,1-0,Jeppe Simonsen 90,I liga,2 734
22,2022/23,05.03.2023,Bełchatów,Podbeskidzie Bielsko-Biała,Skra Częstochowa ,0-1,,I liga,43
23,2022/23,10.03.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chrobry Głogów,6-0,"Goku 24, 58, 65, Marcel Misztal 32, Kamil Biliński 41, Ezequiel Bonifacio 89",I liga,2 476
24,2022/23,18.03.2023,Niepołomice,Podbeskidzie Bielsko-Biała,Puszcza Niepołomice ,1-1,Goku 89,I liga,1 139
25,2022/23,02.04.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Rzeszów,2-2,"Marcel Misztal 59, Goku 69",I liga,2 672
26,2022/23,06.04.2023,Gliwice,Podbeskidzie Bielsko-Biała,Ruch Chorzów,2-2,"Tomasz Neugebauer 71, Goku 88",I liga,8 612
27,2022/23,16.04.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,4-1,"Kamil Biliński 16, Florian Hartherz 30, Jeppe Simonsen 43, Michał Janota 43",I liga,3 247
28,2022/23,21.04.2023,Łódź,Podbeskidzie Bielsko-Biała,Łódzki KS,1-2,Goku 53,I liga,9 391
29,2022/23,30.04.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Bruk-Bet Termalica Nieciecza,2-2,"Goku 19, Jeppe Simonsen 49",I liga,4 178
30,2022/23,06.05.2023,Łęczna,Podbeskidzie Bielsko-Biała,Górnik Łęczna,3-3,"Daniel Mikołajewski 5, Goku 39, Maksymilian Sitek 52",I liga,1 074
31,2022/23,15.05.2023,Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-1,,I liga,5 067
32,2022/23,20.05.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Kraków,0-3,,I liga,13 800
33,2022/23,26.05.2023,Niepołomice,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,3-0,"Sylwester Lusiusz 20 (s), Krzysztof Drzazga 90, Goku 90",I liga,146
34,2022/23,03.06.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Resovia,4-3,"Tomasz Neugebauer 29, Maksymilian Sitek 49, Krzysztof Drzazga 52, Kamil Biliński 74",I liga,3 214
01,2023/24,23.07.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Płock,1-1,Bartosz Bida 18,I liga,4 012
02,2023/24,29.07.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Znicz Pruszków,1-1,Marcel Misztal 31,I liga,3 116
03,2023/24,07.08.2023,Rzeszów,Podbeskidzie Bielsko-Biała,Resovia,1-1,Lionel Abate 80,I liga,1 319
04,2023/24,12.08.2023,Opole,Podbeskidzie Bielsko-Biała,Odra Opole,0-1,,I liga,1 873
05,2023/24,18.08.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,2-1,"Maksymilian Sitek 5, Daniel Mikołajewski 61",I liga,4 007
06,2023/24,25.08.2023,Gdańsk,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,0-3,,I liga,7 136
07,2023/24,03.09.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Katowice,1-1,Mateusz Ziółkowski 68,I liga,8 573
08,2023/24,17.09.2023,Nieciecza,Podbeskidzie Bielsko-Biała,Bruk-Bet Termalica Nieciecza,2-2,"Bartosz Bida 16, Mateusz Ziółkowski 45",I liga,1 896
09,2023/24,22.09.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Łęczna,1-1,Michał Janota 43,I liga,3 011
I runda,2023/24,26.09.2023,Siedlce,Podbeskidzie Bielsko-Biała,Pogoń Siedlce,3-1,"Martin Chlumecký 21, Jan Hlavica 63, Bartosz Bida 90",Puchar Polski,511
10,2023/24,29.09.2023,Warszawa,Podbeskidzie Bielsko-Biała,Polonia Warszawa,0-2,,I liga,1 573
11,2023/24,07.10.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Rzeszów,0-1,,I liga,3 005
12,2023/24,21.10.2023,Tychy,Podbeskidzie Bielsko-Biała,GKS Tychy,0-3,,I liga,4 017
13,2023/24,27.10.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Kraków,2-1,"Maksymilian Banaszewski 23, Bartosz Bida 45",I liga,5 079
14,2023/24,04.11.2023,Gdynia,Podbeskidzie Bielsko-Biała,Arka Gdynia,0-1,,I liga,668
1/16 runda,2023/24,07.11.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,0-1,,Puchar Polski,3 167
15,2023/24,12.11.2023,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Miedź Legnica,0-0,,I liga,3 011
16,2023/24,24.11.2023,Głogów,Podbeskidzie Bielsko-Biała,Chrobry Głogów,0-3,,I liga,458
18,2023/24,09.12.2023,Płock,Podbeskidzie Bielsko-Biała,Wisła Płock,1-2,Lionel Abate 58,I liga,2 349
19,2023/24,17.12.2023,Pruszków,Podbeskidzie Bielsko-Biała,Znicz Pruszków,1-0,Daniel Mikołajewski 90,I liga,249
20,2023/24,17.02.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Resovia,2-2,"Lionel Abate 7, Maksymilian Sitek 73",I liga,3 206
21,2023/24,24.02.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Odra Opole,1-2,Jakub Kisiel 69,I liga,2 878
17,2023/24,28.02.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Motor Lublin,1-2,Daniel Mikołajewski 45,I liga,2 409
22,2023/24,03.03.2024,Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-0,,I liga,4 918
23,2023/24,10.03.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,1-2,Bartosz Bida 14,I liga,3 004
24,2023/24,17.03.2024,Katowice,Podbeskidzie Bielsko-Biała,GKS Katowice,0-5,,I liga,4 556
25,2023/24,30.03.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Bruk-Bet Termalica Nieciecza,2-1,"Bartosz Bida 72, Daniel Mikołajewski 90",I liga,2 017
26,2023/24,05.04.2024,Łęczna,Podbeskidzie Bielsko-Biała,Górnik Łęczna,0-2,,I liga,1 350
27,2023/24,14.04.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Polonia Warszawa,1-2,Matej Senić 49,I liga,4 007
28,2023/24,19.04.2024,Rzeszów,Podbeskidzie Bielsko-Biała,Stal Rzeszów,2-2,"Daniel Mikołajewski 56, Bartosz Bida 68",I liga,2 678
29,2023/24,23.04.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Tychy,0-2,,I liga,2 011
30,2023/24,26.04.2024,Kraków,Podbeskidzie Bielsko-Biała,Wisła Kraków,1-3,Miroslav Iličić 26,I liga,14 762
31,2023/24,03.05.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Arka Gdynia,0-0,,I liga,2 423
32,2023/24,13.05.2024,Legnica,Podbeskidzie Bielsko-Biała,Miedź Legnica,1-6,Marcel Misztal 14,I liga,2 889
33,2023/24,20.05.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chrobry Głogów,0-1,,I liga,2 274
34,2023/24,26.05.2024,Lublin,Podbeskidzie Bielsko-Biała,Motor Lublin,1-2,Miroslav Iličić 49,I liga,9 867
01,2024/25,21.07.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Olimpia Elbląg,0-0,,II liga,2 503
02,2024/25,28.07.2024,Grodzisk Mazowiecki,Podbeskidzie Bielsko-Biała,Pogoń Grodzisk Mazowiecki,1-3,Paweł Tomczyk 45,II liga,975
03,2024/25,03.08.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Polonia Bytom,0-1,,II liga,2 389
runda wstępna,2024/25,06.08.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stomil Olsztyn,2-0,"Kacper Gach 23, Piotr Jakubowski 90 (s)",Puchar Polski,1 564
04,2024/25,10.08.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,1-1,Linus Rönnberg 36,II liga,1 537
05,2024/25,18.08.2024,Szczecin,Podbeskidzie Bielsko-Biała,Świt Szczecin,3-3,"Kornel Osyra 11, Jędrzej Góral 51 (s), Lucjan Klisiewicz 67",II liga,476
06,2024/25,23.08.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Skra Częstochowa ,3-0,"Linus Rönnberg 27, Lucjan Klisiewicz 67, Hubert Sadowski 76 (s)",II liga,1 737
07,2024/25,31.08.2024,Puławy,Podbeskidzie Bielsko-Biała,Wisła Puławy,1-2,Marcin Biernat 36,II liga,564
08,2024/25,08.09.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wieczysta Kraków,1-0,Linus Rönnberg 22,II liga,3 104
09,2024/25,15.09.2024,Chojnice,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,1-2,Paweł Czajkowski 56,II liga,782
10,2024/25,22.09.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-0,,II liga,3 142
I runda,2024/25,26.09.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,0-0 pd. k. 3-4,,Puchar Polski,1 052
11,2024/25,29.09.2024,Grudziądz,Podbeskidzie Bielsko-Biała,Olimpia Grudziądz,1-2,Lionel Abate 70,II liga,415
12,2024/25,07.10.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Rekord Bielsko-Biała,0-3,,II liga,5 535
13,2024/25,13.10.2024,Rzeszów,Podbeskidzie Bielsko-Biała,Resovia,3-2,"Marcin Biernat 55, Bartosz Florek 63, Mateusz Kizyma 88",II liga,516
14,2024/25,19.10.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie II Lubin,2-1,"Lionel Abate 13, Linus Rönnberg 34",II liga,806
15,2024/25,28.10.2024,Łódź,Podbeskidzie Bielsko-Biała,ŁKS II Łódź,2-0,"Lionel Abate 66, Marcin Biernat 82",II liga,154
16,2024/25,04.11.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,KKS 1925 Kalisz,0-1,,II liga,1 193
17,2024/25,09.11.2024,Kraków,Podbeskidzie Bielsko-Biała,Hutnik Kraków,2-0,"Lucjan Klisiewicz 52, Kacper Gach 71",II liga,819
18,2024/25,16.11.2024,Elbląg,Podbeskidzie Bielsko-Biała,Olimpia Elbląg,1-1,Bartosz Florek 35,II liga,512
19,2024/25,24.11.2024,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pogoń Grodzisk Mazowiecki,0-2,,II liga,1 153
20,2024/25,28.02.2025,Bytom,Podbeskidzie Bielsko-Biała,Polonia Bytom,0-1,,II liga,1 175
21,2024/25,08.03.2025,Jastrzębie,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,0-0,,II liga,1 312
22,2024/25,15.03.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Świt Szczecin,2-1,"Lucjan Klisiewicz 53, 90",II liga,1 511
23,2024/25,21.03.2025,Częstochowa,Podbeskidzie Bielsko-Biała,Skra Częstochowa ,0-1,,II liga,bez udziału publiczności
24,2024/25,29.03.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Puławy,2-1,"Marcin Urynowicz 12, Linus Rönnberg 84",II liga,1 569
25,2024/25,05.04.2025,Kraków,Podbeskidzie Bielsko-Biała,Wieczysta Kraków,3-2,"Lucjan Klisiewicz 52, Marcin Biernat 87, Maciej Górski 89",II liga,840
26,2024/25,11.04.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,1-1,Linus Rönnberg 77,II liga,1 379
27,2024/25,19.04.2025,Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-0,,II liga,6 256
28,2024/25,26.04.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Olimpia Grudziądz,2-1,"Wojciech Szumilas 30, 85",II liga,1 718
29,2024/25,04.05.2025,Bielsko-Biała (rekord),Podbeskidzie Bielsko-Biała,Rekord Bielsko-Biała,2-0,"Matej Mršić 4, Marcin Biernat 16",II liga,4 181
30,2024/25,10.05.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Resovia,1-1,Bartosz Florek 79,II liga,1 538
31,2024/25,17.05.2025,Lubin,Podbeskidzie Bielsko-Biała,Zagłębie II Lubin,4-1,"Bartosz Florek 18, Marcin Biernat 58, 90, Alexander Abrahamsson 81 (s)",II liga,248
32,2024/25,23.05.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,ŁKS II Łódź,3-0,"Lucjan Klisiewicz 17, 24, Jan Majsterek 38",II liga,1 714
33,2024/25,01.06.2025,Kalisz,Podbeskidzie Bielsko-Biała,KKS 1925 Kalisz,0-1,,II liga,937
34,2024/25,07.06.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Hutnik Kraków,2-0,"Bartosz Florek 82, Maciej Górski 90",II liga,2 858
01,2025/26,25.07.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,1-3,Maksymilian Sitek 82,II liga,2 503
02,2025/26,01.08.2025,Stalowa Wola,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,2-5,"Maciej Górski 60, Lucjan Klisiewicz 81",II liga,2 600
runda wstępna,2025/26,05.08.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Resovia,2-1,"Dalibor Takáč 56, Marcin Biernat 90",Puchar Polski,1 204
03,2025/26,08.08.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Śląsk II Wrocław,0-0,,II liga,1 650
04,2025/26,15.08.2025,Chojnice,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,1-0,Wojciech Szumilas 68,II liga,825
05,2025/26,23.08.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,ŁKS II Łódź,1-0,Jan Majsterek 87,II liga,1 574
06,2025/26,30.08.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Hutnik Kraków,3-3,"Oskar Zawada 11, Wojciech Szumilas 35, Patryk Kieliś 49 (s)",II liga,1 908
08,2025/26,14.09.2025,Kalisz,Podbeskidzie Bielsko-Biała,KKS 1925 Kalisz,1-0,Wojciech Szumilas 36,II liga,492
07,2025/26,17.09.2025,Grudziądz,Podbeskidzie Bielsko-Biała,Olimpia Grudziądz,1-2,Marcin Biernat 90 (k),II liga,455
09,2025/26,20.09.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Unia Skierniewice,3-0,"Maciej Górski 41, Bartosz Martosz 44, Oskar Zawada 90",II liga,1 445
I runda,2025/26,24.09.2025,Wikielec,Podbeskidzie Bielsko-Biała,GKS Wikielec,1-2,Paweł Depka 83 (s),Puchar Polski,700
10,2025/26,28.09.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Rekord Bielsko-Biała,2-3,"Maciej Górski 12, Maksymilian Sitek 69",II liga, 5 500
11,2025/26,04.10.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Warta Poznań,2-3,"Mateusz Kizyma 47, Maciej Górski 59",II liga,1 358
13,2025/26,19.10.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Świt Szczecin,1-0,Marcin Biernat 90 (k),II liga,1 464
12,2025/26,22.10.2025,Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-2,,II liga,3 086
14,2025/26,25.10.2025,Jastrzębie,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,2-2,"Kacper Gach 24, Lucjan Klisiewicz 70",II liga,645
15,2025/26,31.10.2025,Kleczew,Podbeskidzie Bielsko-Biała,Sokół Kleczew,2-5,"Bartosz Martosz 23, Lucjan Klisiewicz 88",II liga,198
16,2025/26,09.11.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Resovia,3-0,"Lucjan Klisiewicz 2, 90, Marcin Biernat 50 (k)",II liga,1 806
17,2025/26,15.11.2025,Nowy Targ,Podbeskidzie Bielsko-Biała,Podhale Nowy Targ,0-2,,II liga,777
18,2025/26,22.11.2025,Nowy Sącz,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,0-0,,II liga,8 007
19,2025/26,29.11.2025,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,3-1,"Marcin Biernat 32 (k), Marcin Urynowicz 71, Krzysztof Kolanko 74",II liga,908
20,2025/26,21.02.2026,Wrocław,Podbeskidzie Bielsko-Biała,Śląsk II Wrocław,,,II liga,
21,2025/26,28.02.2026,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Chojniczanka Chojnice,,,II liga,
22,2025/26,07.03.2026,Łódź,Podbeskidzie Bielsko-Biała,ŁKS II Łódź,,,II liga,
23,2025/26,14.03.2026,Kraków,Podbeskidzie Bielsko-Biała,Hutnik Kraków,,,II liga,
24,2025/26,21.03.2026,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Olimpia Grudziądz,,,II liga,
25,2025/26,28.03.2026,Bielsko-Biała,Podbeskidzie Bielsko-Biała,KKS 1925 Kalisz,,,II liga,
26,2025/26,04.04.2026,Skierniewice,Podbeskidzie Bielsko-Biała,Unia Skierniewice,,,II liga,
27,2025/26,11.04.2026,Bielsko-Biała (rekord),Podbeskidzie Bielsko-Biała,Rekord Bielsko-Biała,,,II liga,
28,2025/26,18.04.2026,Poznań,Podbeskidzie Bielsko-Biała,Warta Poznań,,,II liga,
29,2025/26,25.04.2026,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,,,II liga,
30,2025/26,02.05.2026,Szczecin,Podbeskidzie Bielsko-Biała,Świt Szczecin,,,II liga,
31,2025/26,09.05.2026,Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,,,II liga,
32,2025/26,16.05.2026,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Sokół Kleczew,,,II liga,
33,2025/26,23.05.2026,Rzeszów,Podbeskidzie Bielsko-Biała,Resovia,,,II liga,
34,2025/26,30.05.2026,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Podhale Nowy Targ,,,II liga,
